,topic/subtopic_name,doc_id,sent_id,token_id,token,reference
0,corpus_airbus/100911,1MEANTIMEcross,0,0,Northrop,(ORG37154720130514282
1,corpus_airbus/100911,1MEANTIMEcross,0,1,Grumman,ORG37154720130514282)
2,corpus_airbus/100911,1MEANTIMEcross,0,2,y,-
3,corpus_airbus/100911,1MEANTIMEcross,0,3,EADS,(ORG37154720003835631)| (ORG37154720003835631
4,corpus_airbus/100911,1MEANTIMEcross,0,4,",",-
5,corpus_airbus/100911,1MEANTIMEcross,0,5,matriz,(ORG37154720003835631
6,corpus_airbus/100911,1MEANTIMEcross,0,6,de,-
7,corpus_airbus/100911,1MEANTIMEcross,0,7,Airbus,ORG37154720003835631)| ORG37154720003835631)
8,corpus_airbus/100911,1MEANTIMEcross,0,8,",",-
9,corpus_airbus/100911,1MEANTIMEcross,0,9,han,-
10,corpus_airbus/100911,1MEANTIMEcross,0,10,vencido,(OTH40007248568632246)
11,corpus_airbus/100911,1MEANTIMEcross,0,11,a,-
12,corpus_airbus/100911,1MEANTIMEcross,0,12,Boeing,(ORG37154719725500990)
13,corpus_airbus/100911,1MEANTIMEcross,0,13,en,-
14,corpus_airbus/100911,1MEANTIMEcross,0,14,un,-
15,corpus_airbus/100911,1MEANTIMEcross,0,15,contrato,-
16,corpus_airbus/100911,1MEANTIMEcross,0,16,de,-
17,corpus_airbus/100911,1MEANTIMEcross,0,17,40.000,-
18,corpus_airbus/100911,1MEANTIMEcross,0,18,millones,-
19,corpus_airbus/100911,1MEANTIMEcross,0,19,$,-
20,corpus_airbus/100911,1MEANTIMEcross,0,20,para,-
21,corpus_airbus/100911,1MEANTIMEcross,0,21,la,(PRO39498261379485028
22,corpus_airbus/100911,1MEANTIMEcross,0,22,flota,-
23,corpus_airbus/100911,1MEANTIMEcross,0,23,aérea,-
24,corpus_airbus/100911,1MEANTIMEcross,0,24,militar,-
25,corpus_airbus/100911,1MEANTIMEcross,0,25,de,-
26,corpus_airbus/100911,1MEANTIMEcross,0,26,EEUU,PRO39498261379485028)
27,corpus_airbus/100911,1MEANTIMEcross,1,0,1,-
28,corpus_airbus/100911,1MEANTIMEcross,1,1,de,-
29,corpus_airbus/100911,1MEANTIMEcross,1,2,marzo,-
30,corpus_airbus/100911,1MEANTIMEcross,1,3,de,-
31,corpus_airbus/100911,1MEANTIMEcross,1,4,2008,-
32,corpus_airbus/100911,1MEANTIMEcross,2,0,Northrop,(ORG37154720130514282
33,corpus_airbus/100911,1MEANTIMEcross,2,1,Grumman,ORG37154720130514282)
34,corpus_airbus/100911,1MEANTIMEcross,2,2,y,-
35,corpus_airbus/100911,1MEANTIMEcross,2,3,European,(ORG37154720003835631| (ORG37154720003835631
36,corpus_airbus/100911,1MEANTIMEcross,2,4,Aeronautic,-
37,corpus_airbus/100911,1MEANTIMEcross,2,5,Defence,-
38,corpus_airbus/100911,1MEANTIMEcross,2,6,and,-
39,corpus_airbus/100911,1MEANTIMEcross,2,7,Space,-
40,corpus_airbus/100911,1MEANTIMEcross,2,8,Company,-
41,corpus_airbus/100911,1MEANTIMEcross,2,9,EADS,-
42,corpus_airbus/100911,1MEANTIMEcross,2,10,N.V.,ORG37154720003835631)
43,corpus_airbus/100911,1MEANTIMEcross,2,11,(,-
44,corpus_airbus/100911,1MEANTIMEcross,2,12,EADS,(ORG37154720003835631)
45,corpus_airbus/100911,1MEANTIMEcross,2,13,),-
46,corpus_airbus/100911,1MEANTIMEcross,2,14,",",-
47,corpus_airbus/100911,1MEANTIMEcross,2,15,matriz,(ORG37154720003835631
48,corpus_airbus/100911,1MEANTIMEcross,2,16,de,-
49,corpus_airbus/100911,1MEANTIMEcross,2,17,Airbus,ORG37154720003835631)| ORG37154720003835631)
50,corpus_airbus/100911,1MEANTIMEcross,2,18,",",-
51,corpus_airbus/100911,1MEANTIMEcross,2,19,han,-
52,corpus_airbus/100911,1MEANTIMEcross,2,20,vencido,(OTH40007248568632246)
53,corpus_airbus/100911,1MEANTIMEcross,2,21,inesperadamente,-
54,corpus_airbus/100911,1MEANTIMEcross,2,22,a,-
55,corpus_airbus/100911,1MEANTIMEcross,2,23,Boeing,(ORG37154719725500990)
56,corpus_airbus/100911,1MEANTIMEcross,2,24,en,-
57,corpus_airbus/100911,1MEANTIMEcross,2,25,un,-
58,corpus_airbus/100911,1MEANTIMEcross,2,26,contrato,-
59,corpus_airbus/100911,1MEANTIMEcross,2,27,de,-
60,corpus_airbus/100911,1MEANTIMEcross,2,28,40.000,-
61,corpus_airbus/100911,1MEANTIMEcross,2,29,millones,-
62,corpus_airbus/100911,1MEANTIMEcross,2,30,de,-
63,corpus_airbus/100911,1MEANTIMEcross,2,31,US$,-
64,corpus_airbus/100911,1MEANTIMEcross,2,32,(,-
65,corpus_airbus/100911,1MEANTIMEcross,2,33,20.100,-
66,corpus_airbus/100911,1MEANTIMEcross,2,34,millones,-
67,corpus_airbus/100911,1MEANTIMEcross,2,35,de,-
68,corpus_airbus/100911,1MEANTIMEcross,2,36,GB,-
69,corpus_airbus/100911,1MEANTIMEcross,2,37,#,-
70,corpus_airbus/100911,1MEANTIMEcross,2,38,),-
71,corpus_airbus/100911,1MEANTIMEcross,2,39,para,-
72,corpus_airbus/100911,1MEANTIMEcross,2,40,suministrar,-
73,corpus_airbus/100911,1MEANTIMEcross,2,41,179,(PRO39498261379485028
74,corpus_airbus/100911,1MEANTIMEcross,2,42,nuevos,-
75,corpus_airbus/100911,1MEANTIMEcross,2,43,aviones,(PRO39496959734511487
76,corpus_airbus/100911,1MEANTIMEcross,2,44,cisterna,PRO39498261379485028)| PRO39496959734511487)
77,corpus_airbus/100911,1MEANTIMEcross,2,45,a,-
78,corpus_airbus/100911,1MEANTIMEcross,2,46,un,-
79,corpus_airbus/100911,1MEANTIMEcross,2,47,ritmo,-
80,corpus_airbus/100911,1MEANTIMEcross,2,48,de,-
81,corpus_airbus/100911,1MEANTIMEcross,2,49,15,-
82,corpus_airbus/100911,1MEANTIMEcross,2,50,al,-
83,corpus_airbus/100911,1MEANTIMEcross,2,51,año,-
84,corpus_airbus/100911,1MEANTIMEcross,2,52,a,-
85,corpus_airbus/100911,1MEANTIMEcross,2,53,las,(ORG37154720392556611
86,corpus_airbus/100911,1MEANTIMEcross,2,54,Fuerzas,-
87,corpus_airbus/100911,1MEANTIMEcross,2,55,Aéreas,-
88,corpus_airbus/100911,1MEANTIMEcross,2,56,de,-
89,corpus_airbus/100911,1MEANTIMEcross,2,57,Estados,-
90,corpus_airbus/100911,1MEANTIMEcross,2,58,Unidos,ORG37154720392556611)
91,corpus_airbus/100911,1MEANTIMEcross,2,59,(,-
92,corpus_airbus/100911,1MEANTIMEcross,2,60,USAF,(ORG37154720392556611)
93,corpus_airbus/100911,1MEANTIMEcross,2,61,),-
94,corpus_airbus/100911,1MEANTIMEcross,2,62,.,-
95,corpus_airbus/100911,1MEANTIMEcross,3,0,Es,-
96,corpus_airbus/100911,1MEANTIMEcross,3,1,el,-
97,corpus_airbus/100911,1MEANTIMEcross,3,2,mayor,-
98,corpus_airbus/100911,1MEANTIMEcross,3,3,contrato,-
99,corpus_airbus/100911,1MEANTIMEcross,3,4,de,-
100,corpus_airbus/100911,1MEANTIMEcross,3,5,este,-
101,corpus_airbus/100911,1MEANTIMEcross,3,6,tipo,-
102,corpus_airbus/100911,1MEANTIMEcross,3,7,desde,-
103,corpus_airbus/100911,1MEANTIMEcross,3,8,el,-
104,corpus_airbus/100911,1MEANTIMEcross,3,9,programa,-
105,corpus_airbus/100911,1MEANTIMEcross,3,10,Joint,-
106,corpus_airbus/100911,1MEANTIMEcross,3,11,Strike,-
107,corpus_airbus/100911,1MEANTIMEcross,3,12,Fighter,-
108,corpus_airbus/100911,1MEANTIMEcross,3,13,.,-
109,corpus_airbus/100911,1MEANTIMEcross,4,0,Boeing,(ORG37154719725500990)
110,corpus_airbus/100911,1MEANTIMEcross,4,1,y,-
111,corpus_airbus/100911,1MEANTIMEcross,4,2,Lockheed,(ORG27736335435583953
112,corpus_airbus/100911,1MEANTIMEcross,4,3,Martin,ORG27736335435583953)
113,corpus_airbus/100911,1MEANTIMEcross,4,4,se,-
114,corpus_airbus/100911,1MEANTIMEcross,4,5,disputaron,-
115,corpus_airbus/100911,1MEANTIMEcross,4,6,el,(FIN39498038043532812
116,corpus_airbus/100911,1MEANTIMEcross,4,7,contrato,FIN39498038043532812)
117,corpus_airbus/100911,1MEANTIMEcross,4,8,",",-
118,corpus_airbus/100911,1MEANTIMEcross,4,9,que,(FIN39498038043532812)
119,corpus_airbus/100911,1MEANTIMEcross,4,10,finalmente,-
120,corpus_airbus/100911,1MEANTIMEcross,4,11,ganó,-
121,corpus_airbus/100911,1MEANTIMEcross,4,12,Lockheed,(ORG27736335435583953)
122,corpus_airbus/100911,1MEANTIMEcross,4,13,.,-
123,corpus_airbus/100911,1MEANTIMEcross,5,0,Paul,(PER39498226897787418| (PER39498226897787418
124,corpus_airbus/100911,1MEANTIMEcross,5,1,Nesbit,PER39498226897787418)
125,corpus_airbus/100911,1MEANTIMEcross,5,2,",",-
126,corpus_airbus/100911,1MEANTIMEcross,5,3,analista,(PER39498226897787418
127,corpus_airbus/100911,1MEANTIMEcross,5,4,de,-
128,corpus_airbus/100911,1MEANTIMEcross,5,5,defensa,-
